year,epsilon,wealth_measure,treatment,n_obs,total_weight,shift_constant,pi_white,pi_black,median_white_raw,median_black_raw,gap_diff_raw,gap_ratio_raw,mu_raw,mu,eu_white,eu_black,W_O,W_A_pi,W_A_delta,wede_O,wede_A,I_O,I_A
1998,0.5,net_wealth,positive_only,17903,82309385.72644447,0.0,0.8834180038112869,0.11658199618871333,200931.33333,52329.666667,148601.666663,3.8397212542672436,610435.1815747895,610435.1815747895,1143.1985327075906,574.0494120634155,1076.8459920938421,1076.8459920938421,574.0494120634155,289899.32267214276,82383.18187258825,0.525094012562864,0.8650418842831804
1998,0.5,net_wealth,shifted_full_sample,19358,90698866.23155367,27645745.67,0.8689320297579674,0.13106797024203273,175003.53333,28261.666667,146741.866663,6.192258064325149,552117.3561483882,28197863.02614839,10624.080168405888,10537.71583608334,10612.760570667064,10612.760570667064,10537.71583608334,28157671.732576374,27760863.7605104,0.0014253311867904461,0.015497602255630238
1998,0.5,gross_assets,positive_only,18971,88602289.38903348,0.0,0.8797247947975194,0.12027520520248074,266170.2,63871.366667,202298.83333300002,4.1672851841061425,655145.8902637567,655145.8902637567,1231.607482368214,645.3730880936641,1161.0980203000909,1161.0980203000909,645.3730880936641,337037.15318619757,104126.60570888809,0.4855540449921635,0.8410634833304571
1998,0.5,gross_assets,shifted_full_sample,19358,90698866.23155367,27281079.0,0.8689320297579674,0.13106797024203273,261010.16667,45583.333333,215426.833337,5.726000000114998,640000.3569807655,27921079.356980763,10572.642864163003,10476.597247988359,10560.054360200347,10560.054360200347,10476.597247988359,27878687.02259659,27439772.47413931,0.0015182913898912354,0.01723811879504289
2001,0.5,net_wealth,positive_only,18668,86109882.12813681,0.0,0.8743434788388418,0.12565652116115822,240479.11247,64518.377965,175960.734505,3.7272963154847965,783138.5139874321,783138.5139874321,1297.3403827725908,588.260111173742,1208.2398226194703,1208.2398226194703,588.260111173742,364960.86724088225,86512.48959953581,0.533976607302014,0.8895310496746631
2001,0.5,net_wealth,shifted_full_sample,19981,93694943.22893406,5401029.615,0.8568759947049438,0.14312400529505634,205742.31064,32309.410865,173432.899775,6.3678756477381535,718577.5923634429,6119607.207363444,4929.331820797114,4697.77950554402,4896.191126002748,4896.191126002748,4697.77950554402,5993171.885587015,5517283.070677355,0.02066069234383139,0.09842529369553987
2001,0.5,gross_assets,positive_only,19594,91577203.5179366,0.0,0.8679446410583957,0.13205535894160428,312045.29457,97547.635807,214497.65876300004,3.198901664694243,831762.3474356009,831762.3474356009,1389.9664078182102,684.8812098697344,1296.856128918712,1296.856128918712,684.8812098697344,420458.9547785068,117265.56790815781,0.49449628722095906,0.8590155369863781
2001,0.5,gross_assets,shifted_full_sample,19981,93694943.22893406,26618.59755,0.8568759947049438,0.14312400529505634,307140.29074,73156.541699,233983.74904100003,4.198398169280854,812962.3500668721,839580.9476168721,1445.2616320612428,751.1809482205209,1345.9220245920274,1345.9220245920274,751.1809482205209,452876.5240704755,141068.20424237024,0.4605921854754407,0.8319778400846416
2004,0.5,net_wealth,positive_only,18281,87572900.00819032,0.0,0.8628605992755594,0.13713940072444053,247035.8061,59867.136804,187168.66929599998,4.1264008818189275,849073.8605490453,849073.8605490453,1341.1665560157612,655.0255178484067,1247.0695852290446,1247.0695852290446,655.0255178484067,388795.63760083535,107264.60725814334,0.5420944447054059,0.8736686968683952
2004,0.5,net_wealth,shifted_full_sample,19664,95596947.9197715,388231.5494,0.8468757490550451,0.15312425094495485,221502.59246,32054.003591,189448.58886900003,6.9102941175870045,776119.9776146287,1164351.5270146288,1913.6724595611922,1434.5132751201434,1840.3015683602612,1840.3015683602612,1434.5132751201434,846677.4656273093,514457.08412398,0.272833464822972,0.5581599953383181
2004,0.5,gross_assets,positive_only,19366,93958279.28727551,0.0,0.8556447171396494,0.14435528286035057,353693.93178,86498.671454,267195.260326,4.089009990958005,918508.375279043,918508.375279043,1463.9257345049684,744.8045107630347,1360.1167868408202,1360.1167868408202,744.8045107630347,462479.41846154927,138683.43981324087,0.49648862121584036,0.8490123296141869
2004,0.5,gross_assets,shifted_full_sample,19664,95596947.9197715,1.0,0.8468757490550451,0.15312425094495485,347770.22621,68507.576302,279262.649908,5.076376146733529,902763.8259392692,902764.8259392692,1453.7483613407405,690.2782543990193,1336.8425730964248,1336.8425730964248,690.2782543990193,446787.01631076745,119121.0171240393,0.5050903585594243,0.8680486725874577
2007,0.5,net_wealth,positive_only,17651,87082333.25690164,0.0,0.8756003567406744,0.12439964325932562,287346.36233,70433.852191,216912.51013899996,4.0796627387464826,966103.2822835253,966103.2822835253,1403.220554977004,722.2733846025501,1318.5109699039747,1318.5109699039747,722.2733846025501,434617.79443928,130419.71052630582,0.5501331975479912,0.8650043810864197
2007,0.5,net_wealth,shifted_full_sample,18916,95686644.00243284,341867.0562,0.8576789472023888,0.14232105279761123,245445.23218,30051.013734,215394.21844599998,8.167619047816046,877424.3632119258,1219291.4194119258,1897.7006741582297,1398.0170309817915,1826.585171995613,1826.585171995613,1398.0170309817915,834103.3476385609,488612.90472878586,0.315911410218194,0.5992648706045616
2007,0.5,gross_assets,positive_only,18630,93741121.40964253,0.0,0.8659380340028024,0.1340619659971976,389233.60889,101529.4964,287704.11248999997,3.8336997886458537,1037668.7167908385,1037668.7167908385,1524.3665151584516,827.8397831605513,1430.9887720972101,1430.9887720972101,827.8397831605513,511932.2164670703,171329.67664582716,0.5066515852474526,0.8348898122555989
2007,0.5,gross_assets,shifted_full_sample,18916,95686644.00243284,1.0,0.8576789472023888,0.14232105279761123,384223.6756,74054.283846,310169.391754,5.188405797009859,1016570.6006075918,1016571.6006075918,1507.7796835527083,764.1146374779839,1401.9404912665696,1401.9404912665696,764.1146374779839,491359.2852631876,145967.7948020277,0.5166505881440043,0.8564116932690382
2010,0.5,net_wealth,positive_only,23611,83034248.02992012,0.0,0.8566793402947632,0.14332065970523686,226311.86017,56816.978777,169494.88139300002,3.9831730768059246,876829.0964404667,876829.0964404667,1338.1324537179019,614.8261490210659,1234.4677169597944,1234.4677169597944,614.8261490210659,380977.6360539818,94502.79838001849,0.5655052534175926,0.8922221003344237
2010,0.5,net_wealth,shifted_full_sample,26495,94600887.61472857,9468222.723,0.8383648678856351,0.16163513211436473,177211.61049,21716.104869,155495.505621,8.160377358601345,764934.0665097984,10233156.789509797,6392.711599742759,6195.843532456928,6360.890803677914,6360.890803677914,6195.843532456928,10115232.954078564,9597119.269672086,0.011523700638704115,0.062154575847965576
2010,0.5,gross_assets,positive_only,25961,92629394.78380439,0.0,0.8480953601647562,0.15190463983524388,324648.93883,84815.730337,239833.208493,3.8276972625250765,921849.2605851629,921849.2605851629,1447.5508568979362,708.542317430031,1335.2920308748946,1335.2920308748946,708.542317430031,445751.20192950015,125508.05389727968,0.5164597716913606,0.8638518689947087
2010,0.5,gross_assets,shifted_full_sample,26495,94600887.61472857,8088772.036,0.8383648678856351,0.16163513211436473,319458.92634,56953.558052,262505.368288,5.609112709838534,902627.1028706445,8991399.138870645,5989.721916292739,5757.640099927184,5952.2093412431495,5952.2093412431495,5757.640099927184,8857199.010495553,8287604.880072378,0.014925388841313114,0.07827416489116812
2013,0.5,net_wealth,positive_only,22156,86847276.77840497,0.0,0.8611427239432125,0.13885727605678747,229619.08086,44549.156486,185069.924374,5.154285714302133,869490.2396758688,869490.2396758688,1314.5772632187955,578.2483603876219,1212.3326374897756,1212.3326374897756,578.2483603876219,367437.6059807289,83592.79157274327,0.5774103155916926,0.9038600000801559
2013,0.5,net_wealth,shifted_full_sample,24728,98659911.20845771,288957285.5,0.8344409414835184,0.1655590585164814,180615.00873,16648.656195,163966.352535,10.84862385375242,760632.0579502722,289717917.55795026,34048.57643975004,34004.859546659376,34041.33871208868,34041.33871208868,34004.859546659376,289703185.3277868,289082618.19700783,5.08502556129109e-05,0.0021928204037133803
2013,0.5,gross_assets,positive_only,24323,96939983.3636003,0.0,0.8433248430807484,0.1566751569192515,301661.43106,67727.44619,233933.98487,4.45404999051242,897188.108545277,897188.108545277,1413.343633626303,652.8315010249231,1294.190275911987,1294.190275911987,652.8315010249231,418732.11756628635,106547.24218261355,0.5332839194165993,0.8812431404654126
2013,0.5,gross_assets,shifted_full_sample,24728,98659911.20845771,2712280.93,0.8344409414835184,0.1655590585164814,297932.03025,48113.089005,249818.941245,6.192328042355342,881543.1850528453,3593824.1150528453,3733.355791101515,3396.5898645972093,3677.6011413690308,3677.6011413690308,3396.5898645972093,3381187.5387496995,2884205.677071122,0.05916721839906158,0.19745497143543123
2016,0.5,net_wealth,positive_only,22930,89040444.67385647,0.0,0.8329210023301998,0.16707899766980017,255924.46449,49026.493799,206897.970691,5.220125786258452,1090200.0165937894,1090200.0165937894,1443.2961565847588,595.9288884780212,1301.7188827712882,1301.7188827712882,595.9288884780212,423618.01244083274,88782.81003066247,0.6114309246074121,0.9185628245465868
2016,0.5,net_wealth,shifted_full_sample,25302,99939017.99623549,2577709.207,0.8159549149488964,0.18404508505110362,210906.42616,21152.311161,189754.114999,9.970845481361062,967097.8419910053,3544807.0489910054,3662.977794252662,3294.8917767005128,3595.233371846155,3595.233371846155,3294.8917767005128,3231425.749509068,2714077.9550421652,0.08840574258368683,0.23435100485520055
2016,0.5,gross_assets,positive_only,25212,99538604.3283964,0.0,0.8168861306141786,0.18311386938582142,326573.18377,57425.749718,269147.434052,5.686877147859616,1092767.3635496565,1092767.3635496565,1510.961960898703,664.9560493645376,1356.046544914403,1356.046544914403,664.9560493645376,459715.55799357255,110541.63689662336,0.5793106810032558,0.8988424795763035
2016,0.5,gross_assets,shifted_full_sample,25302,99939017.99623549,1.0,0.8159549149488964,0.18404508505110362,325363.2469,56599.391206,268763.855694,5.748529091343103,1088389.1037177432,1088390.1037177432,1506.637568963953,658.9762940490757,1350.6296775277174,1350.6296775277174,658.9762940490757,456050.1314546565,108562.43902966347,0.5809865140294166,0.900254110489581
2019,0.5,net_wealth,positive_only,21341,91223991.56546046,0.0,0.8393239411840785,0.16067605881592142,259117.16026,57960.264901,201156.89535900002,4.470599999889396,1078150.2387616753,1078150.2387616753,1449.0146311088517,634.56189334263,1318.151575112738,1318.151575112738,634.56189334263,434380.89374304813,100667.19912064583,0.597105414323367,0.9066297112392531
2019,0.5,net_wealth,shifted_full_sample,23297,101741996.43515433,729720.7351,0.8205824830486897,0.1794175169513103,219205.72185,27936.847682,191268.874168,7.84647302892504,962304.2117904703,1692024.9468904703,2351.7083803308647,1851.2387548423435,2261.915362816162,2261.915362816162,1851.2387548423435,1279065.2771359426,856771.2318575575,0.2440624002107339,0.4936414894874367
2019,0.5,gross_assets,positive_only,23219,101350724.36508688,0.0,0.8218097413724624,0.17819025862753757,355134.1351,61437.880795,293696.254305,5.780377358473308,1091987.0351353164,1091987.0351353164,1528.973727077419,684.5170707885043,1378.4997770935515,1378.4997770935515,684.5170707885043,475065.4088617428,117140.90505021854,0.5649532516630348,0.8927268353184223
2019,0.5,gross_assets,shifted_full_sample,23297,101741996.43515433,1.0,0.8205824830486897,0.1794175169513103,354021.29801,60162.754967,293858.54304300004,5.884393063518866,1087787.5497438877,1087788.5497438877,1525.3809490754,677.2582619152639,1373.2128824750553,1373.2128824750553,677.2582619152639,471428.4051488625,114669.68833312106,0.5666176066480411,0.894584578629625
2022,0.5,net_wealth,positive_only,15654,95180343.02727184,0.0,0.8682558249504464,0.13174417504955352,318890.0,89700.0,229190.0,3.555072463768116,1292110.3626299764,1292110.3626299764,1587.2798770480651,741.1496624058522,1475.807149935525,1475.807149935525,741.1496624058522,544501.6859502044,137325.70552107715,0.5785950630084575,0.8937198326917193
2022,0.5,net_wealth,shifted_full_sample,16798,102843684.7487848,463501.0,0.8529947196638451,0.14700528033615493,284310.0,44100.0,240210.0,6.446938775510204,1192706.438145341,1656207.438145341,2200.088483490494,1578.1650193448972,2108.662450296138,2108.662450296138,1578.1650193448972,1111614.3323222282,622651.20707097,0.32881938172730374,0.6240499875014274
2022,0.5,gross_assets,positive_only,16743,102648362.070146,0.0,0.8541015776556059,0.14589842234439415,417400.0,106400.0,311000.0,3.922932330827068,1323208.7739087425,1323208.7739087425,1671.734812030593,795.2679554011806,1543.8596804112117,1543.8596804112117,795.2679554011806,595875.6781998521,158112.78022199357,0.5496737250013521,0.8805080624163862
2022,0.5,gross_assets,shifted_full_sample,16798,102843684.7487848,1.0,0.8529947196638451,0.14700528033615493,417200.0,103430.0,313770.0,4.033645944116794,1320695.7106832315,1320696.7106832315,1670.732665581335,787.8224243457537,1540.9401980568362,1540.9401980568362,787.8224243457537,593624.1734968603,155166.0430755052,0.5505219565590023,0.8825119788515006
