year,epsilon,wealth_measure,treatment,n_obs,total_weight,shift_constant,pi_white,pi_black,median_white_raw,median_black_raw,gap_diff_raw,gap_ratio_raw,mu_raw,mu,eu_white,eu_black,W_O,W_A_pi,W_A_delta,wede_O,wede_A,I_O,I_A
2013,2.0,net_wealth,positive_only,22156,86847276.77840497,0.0,0.8611427239432125,0.13885727605678747,229619.08086,44549.156486,185069.924374,5.154285714302133,869490.2396758688,869490.2396758688,-0.0015415483383021066,-0.0018775949600773466,-0.0015882108568299018,-0.0015882108568299018,-0.0018775949600773466,629.6393175374827,532.5962314890351,0.9992758523456546,0.9993874615180413
2013,2.0,net_wealth,shifted_full_sample,24728,98659911.20845771,288957285.5,0.8344409414835184,0.1655590585164814,180615.00873,16648.656195,163966.352535,10.84862385375242,760632.0579502722,289717917.55795026,-4.2150185822110686e-07,-3.4592409567517344e-09,-3.5229111608705435e-07,-3.5229111608705435e-07,-4.2150185822110686e-07,2838561.5030748914,2372468.7815621225,0.9902023267079879,0.9918111078473855
2013,2.0,gross_assets,positive_only,24323,96939983.3636003,0.0,0.8433248430807484,0.1566751569192515,301661.43106,67727.44619,233933.98487,4.45404999051242,897188.108545277,897188.108545277,-0.0017421226155172988,-0.005714134351568863,-0.002364438177548286,-0.002364438177548286,-0.005714134351568863,422.9334518007622,175.0046356059937,0.9995286011397471,0.9998049409773277
2013,2.0,gross_assets,shifted_full_sample,24728,98659911.20845771,2712280.93,0.8344409414835184,0.1655590585164814,297932.03025,48113.089005,249818.941245,6.192328042355342,881543.1850528453,3593824.1150528453,-8.006156048323751e-07,-3.49908103016612e-07,-7.259968951654419e-07,-7.259968951654419e-07,-8.006156048323751e-07,1377416.359021918,1249038.857054716,0.6167268305500633,0.6524485291800795
2016,2.0,net_wealth,positive_only,22930,89040444.67385647,0.0,0.8329210023301998,0.16707899766980017,255924.46449,49026.493799,206897.970691,5.220125786258452,1090200.0165937894,1090200.0165937894,-0.0012138290295810954,-0.007779394455133329,-0.0023107971200178575,-0.0023107971200178575,-0.007779394455133329,432.7511019194416,128.544709458734,0.9996030534807075,0.9998820907104181
2016,2.0,net_wealth,shifted_full_sample,25302,99939017.99623549,2577709.207,0.8159549149488964,0.18404508505110362,210906.42616,21152.311161,189754.114999,9.970845481361062,967097.8419910053,3544807.0489910054,-8.195546118788794e-06,-3.732456063140511e-07,-6.755890155675089e-06,-6.755890155675089e-06,-8.195546118788794e-06,148018.98446498264,122017.49407613465,0.9582434297779016,0.9655785230649252
2016,2.0,gross_assets,positive_only,25212,99538604.3283964,0.0,0.8168861306141786,0.18311386938582142,326573.18377,57425.749718,269147.434052,5.686877147859616,1092767.3635496565,1092767.3635496565,-0.001911550514474061,-0.006952919504707774,-0.0028346950972774473,-0.0028346950972774473,-0.006952919504707774,352.7716264653787,143.8244753621708,0.999677175912978,0.999868385092601
2016,2.0,gross_assets,shifted_full_sample,25302,99939017.99623549,1.0,0.8159549149488964,0.18404508505110362,325363.2469,56599.391206,268763.855694,5.748529091343103,1088389.1037177432,1088390.1037177432,-0.004022694198333522,-0.013218142084943226,-0.005715071186707596,-0.005715071186707596,-0.013218142084943226,174.97594821318253,75.65359742494364,0.9998392341609728,0.9999304903663065
2019,2.0,net_wealth,positive_only,21341,91223991.56546046,0.0,0.8393239411840785,0.16067605881592142,259117.16026,57960.264901,201156.89535900002,4.470599999889396,1078150.2387616753,1078150.2387616753,-0.00030619809383771953,-0.006233447689180924,-0.0012585651984357306,-0.0012585651984357306,-0.006233447689180924,794.555579037859,160.42486435486558,0.9992630381643746,0.9998512036091194
2019,2.0,net_wealth,shifted_full_sample,23297,101741996.43515433,729720.7351,0.8205824830486897,0.1794175169513103,219205.72185,27936.847682,191268.874168,7.84647302892504,962304.2117904703,1692024.9468904703,-3.5599050391659896e-05,-1.2349233764860446e-06,-2.9433524050397963e-05,-2.9433524050397963e-05,-3.5599050391659896e-05,33974.86479321117,28090.636941098823,0.9799205887267509,0.9833982134880915
2019,2.0,gross_assets,positive_only,23219,101350724.36508688,0.0,0.8218097413724624,0.17819025862753757,355134.1351,61437.880795,293696.254305,5.780377358473308,1091987.0351353164,1091987.0351353164,-0.0003456565451408899,-0.0051200161310697954,-0.0011964009145384248,-0.0011964009145384248,-0.0051200161310697954,835.8402169776033,195.3118846504603,0.999234569468241,0.9998211408392534
2019,2.0,gross_assets,shifted_full_sample,23297,101741996.43515433,1.0,0.8205824830486897,0.1794175169513103,354021.29801,60162.754967,293858.54304300004,5.884393063518866,1087787.5497438877,1087788.5497438877,-0.002649805346663821,-0.013932470298559579,-0.004674113076926533,-0.004674113076926533,-0.013932470298559579,213.9443320137969,71.77478067930178,0.9998033217650028,0.9999340177089598
2022,2.0,net_wealth,positive_only,15654,95180343.02727184,0.0,0.8682558249504464,0.13174417504955352,318890.0,89700.0,229190.0,3.555072463768116,1292110.3626299764,1292110.3626299764,-0.002032098376716068,-0.008489229831742863,-0.0028827878334450963,-0.0028827878334450963,-0.008489229831742863,346.88643694077996,117.79631601689091,0.9997315349779916,0.9999088341681766
2022,2.0,net_wealth,shifted_full_sample,16798,102843684.7487848,463501.0,0.8529947196638451,0.14700528033615493,284310.0,44100.0,240210.0,6.446938775510204,1192706.438145341,1656207.438145341,-7.277797948377711e-05,-1.8028313675881605e-06,-6.234425793805663e-05,-6.234425793805663e-05,-7.277797948377711e-05,16039.969566941832,13740.419933242436,0.9903152411965352,0.991703684202367
2022,2.0,gross_assets,positive_only,16743,102648362.070146,0.0,0.8541015776556059,0.14589842234439415,417400.0,106400.0,311000.0,3.922932330827068,1323208.7739087425,1323208.7739087425,-0.0032838529557221,-0.011931650308371726,-0.004545552946227709,-0.004545552946227709,-0.011931650308371726,219.99523750567818,83.81070297529251,0.9998337410982729,0.9999366610132673
2022,2.0,gross_assets,shifted_full_sample,16798,102843684.7487848,1.0,0.8529947196638451,0.14700528033615493,417200.0,103430.0,313770.0,4.033645944116794,1320695.7106832315,1320696.7106832315,-0.0023159878839920083,-0.01627099656762303,-0.004367447847622663,-0.004367447847622663,-0.01627099656762303,228.96667227390728,61.4590505162946,0.9998266319054013,0.9999534646751074
