year,epsilon,wealth_measure,treatment,n_obs,total_weight,shift_constant,pi_white,pi_black,median_white_raw,median_black_raw,gap_diff_raw,gap_ratio_raw,mu_raw,mu,eu_white,eu_black,W_O,W_A_pi,W_A_delta,wede_O,wede_A,wede_A_pi,I_O,I_A_singleton,I_A
1995,0.25,gross_assets,positive_only,19288,86727698.3146521,0.0,0.8734487387859842,0.12655126121400675,230509.33215,58120.866873,172388.465277,3.966033965971057,518416.6433782548,518416.6433782548,21858.647350865995,7945.144850080819,20097.876061487194,20097.876061487194,7945.144850080819,372347.60906156746,108031.5922258514,372347.60906156746,0.2817599245364317,0.2817599245364317,0.7916124152151731
1995,0.25,gross_assets,shifted_full_sample,19708,89489095.75454304,27792091.19,0.8584384760975684,0.1415615239024245,225864.30783,37024.714728,188839.593102,6.100365917449993,502367.78625104146,28294458.976250973,517881.6623180667,512017.251218556,517051.487346026,517051.487346026,512017.251218556,28278741.210282147,27912226.214722622,28278741.210282147,0.000555506856731891,0.000555506856731891,0.013509103031416059
1998,0.25,net_wealth,positive_only,17903,82309385.7264443,0.0,0.8834180038112839,0.11658199618871347,200931.33333,52329.666667,148601.666663,3.8397212542672436,610435.1815747888,610435.1815747888,23652.748770952945,8095.069992724682,21839.003522924246,21839.003522924246,8095.069992724682,415966.9019682847,110758.18459546489,415966.9019682847,0.3185731843056926,0.3185731843056926,0.8185586480947361
1998,0.25,net_wealth,shifted_full_sample,19358,90698866.23155351,27645745.67,0.8689320297579661,0.13106797024203282,175003.53333,28261.666667,146741.866663,6.192258064325149,552117.3561483872,28197863.02614872,516493.7828429875,509944.81220810855,515635.4225546987,515635.4225546987,509944.81220810855,28175524.564660504,27761691.36967046,28175524.564660504,0.0007922040570060851,0.0007922040570060851,0.015468252188961529
1998,0.25,gross_assets,positive_only,18971,88602289.38903336,0.0,0.8797247947975179,0.12027520520248074,266170.2,63871.366667,202298.83333300002,4.1672851841061425,655145.8902637576,655145.8902637576,25694.53045031868,9584.575678802681,23756.902334371873,23756.902334371873,9584.575678802681,465373.26943599223,138732.71080078383,465373.26943599223,0.28966467415580377,0.28966467415580377,0.7882415003092962
1998,0.25,gross_assets,shifted_full_sample,19358,90698866.23155351,27281079.0,0.8689320297579661,0.13106797024203282,261010.16667,45583.333333,215426.833337,5.726000000114998,640000.3569807669,27921079.356980987,512764.9474023649,505517.7840210356,511815.07640796114,511815.07640796114,505517.7840210356,27897531.97638808,27440810.5824776,27897531.97638808,0.0008433549538628959,0.0008433549538628959,0.017200938701651847
2001,0.25,net_wealth,positive_only,18668,86109882.1281368,0.0,0.8743434788388412,0.1256565211611583,240479.11247,64518.377965,175960.734505,3.7272963154847965,783138.5139874317,783138.5139874317,28870.908754906624,8375.265547630652,26295.497530519988,26295.497530519988,8375.265547630652,532831.8878576763,115899.02936825552,532831.8878576763,0.3196198650163341,0.3196198650163341,0.8520069856121064
2001,0.25,net_wealth,shifted_full_sample,19981,93694943.22893415,5401029.615,0.8568759947049432,0.14312400529505628,205742.31064,32309.410865,173432.899775,6.3678756477381535,718577.5923634416,6119607.207363449,164377.93675581523,151822.71023512507,162580.98244878725,162580.98244878725,151822.71023512507,6046555.023712083,5519045.8798418855,6046555.023712083,0.011937397479280354,0.011937397479280354,0.09813723449422296
2001,0.25,gross_assets,positive_only,19594,91577203.51793648,0.0,0.8679446410583961,0.13205535894160447,312045.29457,97547.635807,214497.65876300004,3.198901664694243,831762.347435606,831762.347435606,31067.038874162034,10305.095147155747,28325.31294296684,28325.31294296684,10305.095147155747,588366.5491530554,152809.73614554844,588366.5491530554,0.29262661267723944,0.29262661267723944,0.8162819745127032
2001,0.25,gross_assets,shifted_full_sample,19981,93694943.22893415,26618.59755,0.8568759947049432,0.14312400529505628,307140.29074,73156.541699,233983.74904100003,4.198398169280854,812962.3500668752,839580.9476168682,32007.563777252606,11032.16771340347,29005.481079944348,29005.481079944348,11032.16771340347,607279.2590352684,167351.45469596007,607279.2590352684,0.27668766095869957,0.27668766095869957,0.8006726389266176
2004,0.25,net_wealth,positive_only,18281,87572900.00819027,0.0,0.8628605992755597,0.13713940072444042,247035.8061,59867.136804,187168.66929599998,4.1264008818189275,849073.8605490435,849073.8605490435,30518.837681276706,10371.47221324653,27755.840054814766,27755.840054814766,10371.47221324653,572647.6982472313,154123.5115369319,572647.6982472313,0.3255619742233785,0.3255619742233785,0.8184804423995932
2004,0.25,net_wealth,shifted_full_sample,19664,95596947.91977182,388231.5494,0.8468757490550416,0.1531242509449543,221502.59246,32054.003591,189448.58886900003,6.9102941175870045,776119.9776146249,1164351.5270146257,43814.84541965581,26370.549151252817,41143.70062029456,41143.70062029456,26370.549151252817,967875.4766098851,534860.5701499037,967875.4766098851,0.1687428975238271,0.1687428975238271,0.5406365193497229
2004,0.25,gross_assets,positive_only,19366,93958279.28727584,0.0,0.8556447171396455,0.14435528286035007,353693.93178,86498.671454,267195.260326,4.089009990958005,918508.3752790388,918508.3752790388,33545.99522001995,12328.57317197343,30483.148258706617,30483.148258706617,12328.57317197343,648875.5982589795,194073.14362212212,648875.5982589795,0.2935550554322883,0.2935550554322883,0.7887083571087051
2004,0.25,gross_assets,shifted_full_sample,19664,95596947.91977182,1.0,0.8468757490550416,0.1531242509449543,347770.22621,68507.576302,279262.649908,5.076376146733529,902763.8259392652,902764.8259392694,33312.42632817526,11423.503190369809,29960.70136870698,29960.70136870698,11423.503190369809,634090.1189471863,175312.98898689827,634090.1189471863,0.2976131759592474,0.2976131759592474,0.8058043646034877
2007,0.25,net_wealth,positive_only,17651,87082333.25690182,0.0,0.8756003567406774,0.12439964325932552,287346.36233,70433.852191,216912.51013899996,4.0796627387464826,966103.2822835282,966103.2822835282,32929.31977421551,11803.209589402524,30301.239203767665,30301.239203767665,11803.209589402524,643717.8285851949,183125.36772848893,643717.8285851949,0.33369667571807393,0.33369667571807393,0.8104494922161479
2007,0.25,net_wealth,shifted_full_sample,18916,95686644.00243275,341867.0562,0.8576789472023922,0.14232105279761156,245445.23218,30051.013734,215394.21844599998,8.167619047816046,877424.3632119307,1219291.419411924,44174.34578569828,25387.579837210083,41500.59347724729,41500.59347724729,25387.579837210083,979085.8205345647,508444.34421148483,979085.8205345647,0.19700425595811444,0.19700425595811444,0.5830001457266776
2007,0.25,gross_assets,positive_only,18630,93741121.40964237,0.0,0.865938034002806,0.13406196599719827,389233.60889,101529.4964,287704.11248999997,3.8336997886458537,1037668.7167908385,1037668.7167908385,36005.29023329584,14426.114231550844,33112.343473902496,33112.343473902496,14426.114231550844,724549.8023542406,239302.64941904022,724549.8023542406,0.30175229277892257,0.30175229277892257,0.7693843463267129
2007,0.25,gross_assets,shifted_full_sample,18916,95686644.00243275,1.0,0.8576789472023922,0.14232105279761156,384223.6756,74054.283846,310169.391754,5.188405797009859,1016570.6006075909,1016571.6006075912,35612.954004817104,13312.83515008363,32439.177611899704,32439.177611899704,13312.83515008363,704976.7570588385,215001.9622262016,704976.7570588385,0.3065153928779012,0.3065153928779012,0.7885028835177986
2010,0.25,net_wealth,positive_only,23611,83034248.02991983,0.0,0.8566793402947687,0.1433206597052373,226311.86017,56816.978777,169494.88139300002,3.9831730768059246,876829.096440471,876829.096440471,31101.84854054664,9245.782570143649,27969.422747107485,27969.422747107485,9245.782570143649,578530.627396866,132233.02079486076,578530.627396866,0.34020138046805437,0.34020138046805437,0.8491917965180821
2010,0.25,net_wealth,shifted_full_sample,26495,94600887.61472769,9468222.723,0.8383648678856439,0.1616351321143663,177211.61049,21716.104869,155495.505621,8.160377358601345,764934.0665098063,10233156.78950988,241979.104487131,229955.9795464701,240035.74509892223,240035.74509892223,229955.9795464701,10165207.407568825,9600075.027886849,10165207.407568825,0.006640119304212155,0.006640119304212155,0.06186573455729805
2010,0.25,gross_assets,positive_only,25961,92629394.7838037,0.0,0.8480953601647633,0.15190463983524488,324648.93883,84815.730337,239833.208493,3.8276972625250765,921849.2605851687,921849.2605851687,33533.04729742211,11220.674231144469,30143.69430291986,30143.69430291986,11220.674231144469,639259.1999672608,171174.9814514486,639259.1999672608,0.3065469298511193,0.3065469298511193,0.8143134796866999
2010,0.25,gross_assets,shifted_full_sample,26495,94600887.61472769,8088772.036,0.8383648678856439,0.1616351321143663,319458.92634,56953.558052,262505.368288,5.609112709838534,902627.1028706521,8991399.138870696,219731.65048954173,206020.0194392911,217515.36919323326,217515.36919323326,206020.0194392911,8913910.779073585,8291394.572755409,8913910.779073585,0.00861805360882284,0.00861805360882284,0.07785268513874533
2013,0.25,net_wealth,positive_only,22156,86847276.77840522,0.0,0.8611427239432112,0.13885727605678724,229619.08086,44549.156486,185069.924374,5.154285714302133,869490.2396758635,869490.2396758635,30507.54745653732,8680.795718472398,27476.744165021828,27476.744165021828,8680.795718472398,564982.996846132,121570.36843442963,564982.996846132,0.35021352619581847,0.35021352619581847,0.8601820205828306
2013,0.25,net_wealth,shifted_full_sample,24728,98659911.20845796,288957285.5,0.8344409414835229,0.16555905851648106,180615.00873,16648.656195,163966.352535,10.84862385375242,760632.0579502682,289717917.55795103,2961771.767874927,2956008.0590625894,2960817.5336704045,2960817.5336704045,2956008.0590625894,289710260.3772246,289082966.6123698,289710260.3772246,2.6429779666159448e-05,2.6429779666159448e-05,0.002191617801664769
2013,0.25,gross_assets,positive_only,24323,96939983.36360045,0.0,0.8433248430807533,0.15667515691925135,301661.43106,67727.44619,233933.98487,4.45404999051242,897188.1085452731,897188.1085452731,32662.287426550865,10138.695563916659,29133.40013708763,29133.40013708763,10138.695563916659,610852.8196347213,149528.66687083617,610852.8196347213,0.31914744096956904,0.31914744096956904,0.8333363255189747
2013,0.25,gross_assets,shifted_full_sample,24728,98659911.20845796,2712280.93,0.8344409414835229,0.16555905851648106,297932.03025,48113.089005,249818.941245,6.192328042355342,881543.1850528405,3593824.1150528453,109824.55403771707,93516.16114205016,107124.55186399401,107124.55186399401,93516.16114205016,3466839.2811829746,2892437.024366955,3466839.2811829746,0.03533418158612456,0.03533418158612456,0.19516455681515088
2016,0.25,net_wealth,positive_only,22930,89040444.67385675,0.0,0.8329210023301998,0.1670789976697998,255924.46449,49026.493799,206897.970691,5.220125786258452,1090200.0165937934,1090200.0165937934,35853.2440124246,9541.397099009111,31457.08700328991,31457.08700328991,9541.397099009111,676663.9234166078,137900.01468530035,676663.9234166078,0.37932130515759155,0.37932130515759155,0.8735094362627572
2016,0.25,net_wealth,shifted_full_sample,25302,99939017.99623601,2577709.207,0.8159549149488965,0.1840450850511032,210906.42616,21152.311161,189754.114999,9.970845481361062,967097.8419910062,3544807.0489910045,107815.04495454424,89491.72517660675,104442.72800759514,104442.72800759514,89491.72517660675,3351603.4367876425,2727672.2884970326,3351603.4367876425,0.05450328030078688,0.05450328030078688,0.2305160053003622
2016,0.25,gross_assets,positive_only,25212,99538604.3283968,0.0,0.8168861306141794,0.1831138693858213,326573.18377,57425.749718,269147.434052,5.686877147859616,1092767.3635496523,1092767.3635496523,37260.050584403405,10842.100911729322,32422.557598600186,32422.557598600186,10842.100911729322,704495.210841036,163518.2678548859,704495.210841036,0.3553108975064794,0.3553108975064794,0.8503631483614892
2016,0.25,gross_assets,shifted_full_sample,25302,99939017.99623601,1.0,0.8159549149488965,0.1840450850511032,325363.2469,56599.391206,268763.855694,5.748529091343103,1088389.1037177376,1088390.103717734,37153.176941363614,10744.125819942392,32292.7208816027,32292.7208816027,10744.125819942392,700736.1718990899,161551.0550240593,700736.1718990899,0.35617186383309796,0.35617186383309796,0.8515687946148798
2019,0.25,net_wealth,positive_only,21341,91223991.56546035,0.0,0.8393239411840735,0.16067605881592145,259117.16026,57960.264901,201156.89535900002,4.470599999889396,1078150.2387616679,1078150.2387616679,35712.64715864019,10107.344910273963,31598.48810858207,31598.48810858207,10107.344910273963,680722.4741230198,148912.49242340552,680722.4741230198,0.36862002191375665,0.36862002191375665,0.8618815012326648
2019,0.25,net_wealth,shifted_full_sample,23297,101741996.43515445,729720.7351,0.8205824830486879,0.17941751695130984,219205.72185,27936.847682,191268.874168,7.84647302892504,962304.2117904633,1692024.946890477,58947.307975207106,38068.60836354167,55201.30353370968,55201.30353370968,38068.60836354167,1432234.4937292119,872645.1632546517,1432234.4937292119,0.15353819318012762,0.15353819318012762,0.48425987166539275
2019,0.25,gross_assets,positive_only,23219,101350724.36508694,0.0,0.821809741372461,0.1781902586275372,355134.1351,61437.880795,293696.254305,5.780377358473308,1091987.0351353101,1091987.0351353101,37496.182390794864,11232.12877779789,32816.18388488737,32816.18388488737,11232.12877779789,715922.1291160949,171408.01145716585,715922.1291160949,0.3443858708199923,0.3443858708199923,0.8430310929140964
2019,0.25,gross_assets,shifted_full_sample,23297,101741996.43515445,1.0,0.8205824830486879,0.17941751695130984,354021.29801,60162.754967,293858.54304300004,5.884393063518866,1087787.549743881,1087788.5497438875,37407.90131802635,11112.503171934153,32690.046275408324,32690.046275408324,11112.503171934153,712255.3690351505,168978.27867227886,712255.3690351505,0.3452262673634079,0.3452262673634079,0.8446588919215379
2022,0.25,net_wealth,positive_only,15654,95180343.02727172,0.0,0.8682558249504482,0.13174417504955346,318890.0,89700.0,229190.0,3.555072463768116,1292110.3626299752,1292110.3626299752,40557.88926151161,12295.515938236964,36834.486203094355,36834.486203094355,12295.515938236964,835130.8103087735,193379.6162174753,835130.8103087735,0.3536691334872205,0.3536691334872205,0.8503381585580133
2022,0.25,net_wealth,shifted_full_sample,16798,102843684.74878462,463501.0,0.8529947196638465,0.14700528033615504,284310.0,44100.0,240210.0,6.446938775510204,1192706.438145338,1656207.4381453434,55427.43062287568,30323.344741514025,51736.99744030329,51736.99744030329,30323.344741514025,1313661.0166536174,644344.0497788073,1313661.0166536174,0.20682579585279304,0.20682579585279304,0.6109520855066575
2022,0.25,gross_assets,positive_only,16743,102648362.07014577,0.0,0.8541015776556078,0.14589842234439437,417400.0,106400.0,311000.0,3.922932330827068,1323208.7739087439,1323208.7739087439,42650.00594304765,13668.909903506152,38421.70975306726,38421.70975306726,13668.909903506152,883453.9843549643,222703.40598322288,883453.9843549643,0.33233968684680715,0.33233968684680715,0.8316944307092526
2022,0.25,gross_assets,shifted_full_sample,16798,102843684.74878462,1.0,0.8529947196638465,0.14700528033615504,417200.0,103430.0,313770.0,4.033645944116794,1320695.7106832324,1320696.7106832312,42624.2957506175,13540.332791672805,38348.79962255155,38348.79962255155,13540.332791672805,881219.4016946125,219914.63694766612,881219.4016946125,0.3327617199570866,0.3327617199570866,0.8334858903117139
