year,epsilon,wealth_measure,treatment,n_obs,total_weight,shift_constant,pi_white,pi_black,median_white_raw,median_black_raw,gap_diff_raw,gap_ratio_raw,mu_raw,mu,eu_white,eu_black,W_O,W_A_pi,W_A_delta,wede_O,wede_A,wede_A_pi,I_O,I_A_singleton,I_A
1995,0,gross_assets,positive_only,19288,86727698.3146521,0.0,0.8734487387859842,0.12655126121400675,230509.33215,58120.866873,172388.465277,3.966033965971057,518416.6433782548,518416.6433782548,573349.3515075146,139274.5931662278,518416.6433782544,518416.6433782544,139274.5931662278,518416.6433782544,139274.5931662278,518416.6433782544,7.771561172376096e-16,7.771561172376096e-16,0.7313462155484691
1995,0,gross_assets,shifted_full_sample,19708,89489095.75454304,27792091.19,0.8584384760975684,0.1415615239024245,225864.30783,37024.714728,188839.593102,6.100365917449993,502367.78625104146,28294458.976250973,28357404.0189753,27912756.05963599,28294458.97625092,28294458.97625092,27912756.05963599,28294458.97625092,27912756.05963599,28294458.97625092,1.887379141862766e-15,1.887379141862766e-15,0.013490376929821024
1998,0,net_wealth,positive_only,17903,82309385.7264443,0.0,0.8834180038112839,0.11658199618871347,200931.33333,52329.666667,148601.666663,3.8397212542672436,610435.1815747888,610435.1815747888,671668.2752564214,146431.99792836752,610435.1815747863,610435.1815747863,146431.99792836752,610435.1815747863,146431.99792836752,610435.1815747863,3.9968028886505635e-15,3.9968028886505635e-15,0.7601186786931168
1998,0,net_wealth,shifted_full_sample,19358,90698866.23155351,27645745.67,0.8689320297579661,0.13106797024203282,175003.53333,28261.666667,146741.866663,6.192258064325149,552117.3561483872,28197863.02614872,28263519.370259874,27762585.816546194,28197863.02614846,28197863.02614846,27762585.816546194,28197863.02614846,27762585.816546194,28197863.02614846,9.2148511043888e-15,9.2148511043888e-15,0.015436531810899323
1998,0,gross_assets,positive_only,18971,88602289.38903336,0.0,0.8797247947975179,0.12027520520248074,266170.2,63871.366667,202298.83333300002,4.1672851841061425,655145.8902637576,655145.8902637576,720184.1179184201,179439.01966503824,655145.890263758,655145.890263758,179439.01966503824,655145.890263758,179439.01966503824,655145.890263758,-6.661338147750939e-16,-6.661338147750939e-16,0.7261083030028667
1998,0,gross_assets,shifted_full_sample,19358,90698866.23155351,27281079.0,0.8689320297579661,0.13106797024203282,261010.16667,45583.333333,215426.833337,5.726000000114998,640000.3569807669,27921079.356980987,27993352.408698577,27441935.83007677,27921079.356980782,27921079.356980782,27441935.83007677,27921079.356980782,27441935.83007677,27921079.356980782,7.327471962526033e-15,7.327471962526033e-15,0.01716063769520504
2001,0,net_wealth,positive_only,18668,86109882.1281368,0.0,0.8743434788388412,0.1256565211611583,240479.11247,64518.377965,175960.734505,3.7272963154847965,783138.5139874317,783138.5139874317,874039.0810316537,150633.99067715098,783138.513987433,783138.513987433,150633.99067715098,783138.513987433,150633.99067715098,783138.513987433,-1.7763568394002505e-15,-1.7763568394002505e-15,0.8076534508433479
2001,0,net_wealth,shifted_full_sample,19981,93694943.22893415,5401029.615,0.8568759947049432,0.14312400529505628,205742.31064,32309.410865,173432.899775,6.3678756477381535,718577.5923634416,6119607.207363449,6219594.855744083,5520986.343674422,6119607.207363451,6119607.207363451,5520986.343674422,6119607.207363451,5520986.343674422,6119607.207363451,-2.220446049250313e-16,-2.220446049250313e-16,0.0978201448891578
2001,0,gross_assets,positive_only,19594,91577203.51793648,0.0,0.8679446410583961,0.13205535894160447,312045.29457,97547.635807,214497.65876300004,3.198901664694243,831762.347435606,831762.347435606,929226.5673488341,191170.79517583663,831762.3474356064,831762.3474356064,191170.79517583663,831762.3474356064,191170.79517583663,831762.3474356064,-6.661338147750939e-16,-6.661338147750939e-16,0.7701617586258473
2001,0,gross_assets,shifted_full_sample,19981,93694943.22893415,26618.59755,0.8568759947049432,0.14312400529505628,307140.29074,73156.541699,233983.74904100003,4.198398169280854,812962.3500668752,839580.9476168682,946574.145262276,199018.22391396045,839580.9476168687,839580.9476168687,199018.22391396045,839580.9476168687,199018.22391396045,839580.9476168687,-4.440892098500626e-16,-4.440892098500626e-16,0.7629552880173505
2004,0,net_wealth,positive_only,18281,87572900.00819027,0.0,0.8628605992755597,0.13713940072444042,247035.8061,59867.136804,187168.66929599998,4.1264008818189275,849073.8605490435,849073.8605490435,949122.7937782751,219580.93563450634,849073.8605490441,849073.8605490441,219580.93563450634,849073.8605490441,219580.93563450634,849073.8605490441,-6.661338147750939e-16,-6.661338147750939e-16,0.7413877097894441
2004,0,net_wealth,shifted_full_sample,19664,95596947.91977182,388231.5494,0.8468757490550416,0.1531242509449543,221502.59246,32054.003591,189448.58886900003,6.9102941175870045,776119.9776146249,1164351.5270146257,1272769.9634773368,564727.7311487466,1164351.527014623,1164351.527014623,564727.7311487466,1164351.527014623,564727.7311487466,1164351.527014623,2.4424906541753444e-15,2.4424906541753444e-15,0.5149851930055029
2004,0,gross_assets,positive_only,19366,93958279.28727584,0.0,0.8556447171396455,0.14435528286035007,353693.93178,86498.671454,267195.260326,4.089009990958005,918508.3752790388,918508.3752790388,1028891.5600112916,264228.2754743959,918508.3752790393,918508.3752790393,264228.2754743959,918508.3752790393,264228.2754743959,918508.3752790393,-4.440892098500626e-16,-4.440892098500626e-16,0.7123289426793473
2004,0,gross_assets,shifted_full_sample,19664,95596947.91977182,1.0,0.8468757490550416,0.1531242509449543,347770.22621,68507.576302,279262.649908,5.076376146733529,902763.8259392652,902764.8259392694,1021726.9152722994,244827.83756978525,902764.825939272,902764.825939272,244827.83756978525,902764.825939272,244827.83756978525,902764.825939272,-2.886579864025407e-15,-2.886579864025407e-15,0.7288021968345328
2007,0,net_wealth,positive_only,17651,87082333.25690182,0.0,0.8756003567406774,0.12439964325932552,287346.36233,70433.852191,216912.51013899996,4.0796627387464826,966103.2822835282,966103.2822835282,1068571.9014127026,244866.81316280118,966103.2822835267,966103.2822835267,244866.81316280118,966103.2822835267,244866.81316280118,966103.2822835267,1.5543122344752192e-15,1.5543122344752192e-15,0.7465417852799111
2007,0,net_wealth,shifted_full_sample,18916,95686644.00243275,341867.0562,0.8576789472023922,0.14232105279761156,245445.23218,30051.013734,215394.21844599998,8.167619047816046,877424.3632119307,1219291.419411924,1332963.1967668456,534263.5306213658,1219291.4194119251,1219291.4194119251,534263.5306213658,1219291.4194119251,534263.5306213658,1219291.4194119251,-8.881784197001252e-16,-8.881784197001252e-16,0.5618245793289957
2007,0,gross_assets,positive_only,18630,93741121.40964237,0.0,0.865938034002806,0.13406196599719827,389233.60889,101529.4964,287704.11248999997,3.8336997886458537,1037668.7167908385,1037668.7167908385,1149849.7328546764,313064.9279370387,1037668.7167908407,1037668.7167908407,313064.9279370387,1037668.7167908407,313064.9279370387,1037668.7167908407,-2.220446049250313e-15,-2.220446049250313e-15,0.6982997339408635
2007,0,gross_assets,shifted_full_sample,18916,95686644.00243275,1.0,0.8576789472023922,0.14232105279761156,384223.6756,74054.283846,310169.391754,5.188405797009859,1016570.6006075909,1016571.6006075912,1137319.165114795,288902.4190771004,1016571.6006075909,1016571.6006075909,288902.4190771004,1016571.6006075909,288902.4190771004,1016571.6006075909,3.3306690738754696e-16,3.3306690738754696e-16,0.7158071119590323
2010,0,net_wealth,positive_only,23611,83034248.02991983,0.0,0.8566793402947687,0.1433206597052373,226311.86017,56816.978777,169494.88139300002,3.9831730768059246,876829.096440471,876829.096440471,993080.5114118382,181952.407407413,876829.0964404716,876829.0964404716,181952.407407413,876829.0964404716,181952.407407413,876829.0964404716,-6.661338147750939e-16,-6.661338147750939e-16,0.7924881734125186
2010,0,net_wealth,shifted_full_sample,26495,94600887.61472769,9468222.723,0.8383648678856439,0.1616351321143663,177211.61049,21716.104869,155495.505621,8.160377358601345,764934.0665098063,10233156.78950988,10354492.756747026,9603814.57403989,10233156.78950989,10233156.78950989,9603814.57403989,10233156.78950989,9603814.57403989,10233156.78950989,-1.1102230246251565e-15,-1.1102230246251565e-15,0.06150030029004694
2010,0,gross_assets,positive_only,25961,92629394.7838037,0.0,0.8480953601647633,0.15190463983524488,324648.93883,84815.730337,239833.208493,3.8276972625250765,921849.2605851687,921849.2605851687,1046607.3147851061,225315.3889080659,921849.2605851683,921849.2605851683,225315.3889080659,921849.2605851683,225315.3889080659,921849.2605851683,5.551115123125783e-16,5.551115123125783e-16,0.7555832623166169
2010,0,gross_assets,shifted_full_sample,26495,94600887.61472769,8088772.036,0.8383648678856439,0.1616351321143663,319458.92634,56953.558052,262505.368288,5.609112709838534,902627.1028706521,8991399.138870696,9125449.461522514,8296110.437893235,8991399.138870688,8991399.138870688,8296110.437893235,8991399.138870688,8296110.437893235,8991399.138870688,7.771561172376096e-16,7.771561172376096e-16,0.0773281988975063
2013,0,net_wealth,positive_only,22156,86847276.77840522,0.0,0.8611427239432112,0.13885727605678724,229619.08086,44549.156486,185069.924374,5.154285714302133,869490.2396758635,869490.2396758635,980876.8017139412,178710.97215725362,869490.239675865,869490.239675865,178710.97215725362,869490.239675865,178710.97215725362,869490.239675865,-1.7763568394002505e-15,-1.7763568394002505e-15,0.7944646598633757
2013,0,net_wealth,shifted_full_sample,24728,98659911.20845796,288957285.5,0.8344409414835229,0.16555905851648106,180615.00873,16648.656195,163966.352535,10.84862385375242,760632.0579502682,289717917.55795103,289843824.5130651,289083328.794841,289717917.5579512,289717917.5579512,289083328.794841,289717917.5579512,289083328.794841,289717917.5579512,-6.661338147750939e-16,-6.661338147750939e-16,0.002190367680601324
2013,0,gross_assets,positive_only,24323,96939983.36360045,0.0,0.8433248430807533,0.15667515691925135,301661.43106,67727.44619,233933.98487,4.45404999051242,897188.1085452731,897188.1085452731,1025647.6381979013,205737.6270731506,897188.1085452705,897188.1085452705,205737.6270731506,897188.1085452705,205737.6270731506,897188.1085452705,2.886579864025407e-15,2.886579864025407e-15,0.7706861859696964
2013,0,gross_assets,shifted_full_sample,24728,98659911.20845796,2712280.93,0.8344409414835229,0.16555905851648106,297932.03025,48113.089005,249818.941245,6.192328042355342,881543.1850528405,3593824.1150528453,3730772.5922482223,2903584.5276231347,3593824.1150528374,3593824.1150528374,2903584.5276231347,3593824.1150528374,2903584.5276231347,3593824.1150528374,2.220446049250313e-15,2.220446049250313e-15,0.19206270683604698
2016,0,net_wealth,positive_only,22930,89040444.67385675,0.0,0.8329210023301998,0.1670789976697998,255924.46449,49026.493799,206897.970691,5.220125786258452,1090200.0165937934,1090200.0165937934,1265069.9283991468,218439.80585703324,1090200.0165937901,1090200.0165937901,218439.80585703324,1090200.0165937901,218439.80585703324,1090200.0165937901,2.9976021664879227e-15,2.9976021664879227e-15,0.7996332759748769
2016,0,net_wealth,shifted_full_sample,25302,99939017.99623601,2577709.207,0.8159549149488965,0.1840450850511032,210906.42616,21152.311161,189754.114999,9.970845481361062,967097.8419910062,3544807.0489910045,3724536.8925470156,2747983.546902883,3544807.0489910007,3544807.0489910007,2747983.546902883,3544807.0489910007,2747983.546902883,3544807.0489910007,9.992007221626409e-16,9.992007221626409e-16,0.22478614239805517
2016,0,gross_assets,positive_only,25212,99538604.3283968,0.0,0.8168861306141794,0.1831138693858213,326573.18377,57425.749718,269147.434052,5.686877147859616,1092767.3635496523,1092767.3635496523,1283689.416400614,241048.2800883875,1092767.3635496534,1092767.3635496534,241048.2800883875,1092767.3635496534,241048.2800883875,1092767.3635496534,-1.1102230246251565e-15,-1.1102230246251565e-15,0.7794148250315723
2016,0,gross_assets,shifted_full_sample,25302,99939017.99623601,1.0,0.8159549149488965,0.1840450850511032,325363.2469,56599.391206,268763.855694,5.748529091343103,1088389.1037177376,1088390.103717734,1280006.3641146058,238868.7518623315,1088390.1037177332,1088390.1037177332,238868.7518623315,1088390.1037177332,238868.7518623315,1088390.1037177332,8.881784197001252e-16,8.881784197001252e-16,0.7805302059928686
2019,0,net_wealth,positive_only,21341,91223991.56546035,0.0,0.8393239411840735,0.16067605881592145,259117.16026,57960.264901,201156.89535900002,4.470599999889396,1078150.2387616679,1078150.2387616679,1243505.535389723,214383.35099829838,1078150.2387616707,1078150.2387616707,214383.35099829838,1078150.2387616707,214383.35099829838,1078150.2387616707,-2.6645352591003757e-15,-2.6645352591003757e-15,0.8011563293400251
2019,0,net_wealth,shifted_full_sample,23297,101741996.43515445,729720.7351,0.8205824830486879,0.17941751695130984,219205.72185,27936.847682,191268.874168,7.84647302892504,962304.2117904633,1692024.946890477,1866355.113774962,894709.9263555261,1692024.9468904724,1692024.9468904724,894709.9263555261,1692024.9468904724,894709.9263555261,1692024.9468904724,2.7755575615628914e-15,2.7755575615628914e-15,0.471219423803543
2019,0,gross_assets,positive_only,23219,101350724.36508694,0.0,0.821809741372461,0.1781902586275372,355134.1351,61437.880795,293696.254305,5.780377358473308,1091987.0351353101,1091987.0351353101,1276738.8615368193,239915.48059273334,1091987.0351353127,1091987.0351353127,239915.48059273334,1091987.0351353127,239915.48059273334,1091987.0351353127,-2.4424906541753444e-15,-2.4424906541753444e-15,0.7802945704726202
2019,0,gross_assets,shifted_full_sample,23297,101741996.43515445,1.0,0.8205824830486879,0.17941751695130984,354021.29801,60162.754967,293858.54304300004,5.884393063518866,1087787.549743881,1087788.5497438875,1273732.010588005,237359.06326551075,1087788.5497438894,1087788.5497438894,237359.06326551075,1087788.5497438894,237359.06326551075,1087788.5497438894,-1.7763568394002505e-15,-1.7763568394002505e-15,0.7817966889600048
2022,0,net_wealth,positive_only,15654,95180343.02727172,0.0,0.8682558249504482,0.13174417504955346,318890.0,89700.0,229190.0,3.555072463768116,1292110.3626299752,1292110.3626299752,1448103.907175215,264039.83385610883,1292110.3626299775,1292110.3626299775,264039.83385610883,1292110.3626299775,264039.83385610883,1292110.3626299775,-1.7763568394002505e-15,-1.7763568394002505e-15,0.7956522588994028
2022,0,net_wealth,shifted_full_sample,16798,102843684.74878462,463501.0,0.8529947196638465,0.14700528033615504,284310.0,44100.0,240210.0,6.446938775510204,1192706.438145338,1656207.4381453434,1825292.1277726155,675097.4596584808,1656207.4381453493,1656207.4381453493,675097.4596584808,1656207.4381453493,675097.4596584808,1656207.4381453493,-3.552713678800501e-15,-3.552713678800501e-15,0.5923835118054599
2022,0,gross_assets,positive_only,16743,102648362.07014577,0.0,0.8541015776556078,0.14589842234439437,417400.0,106400.0,311000.0,3.922932330827068,1323208.7739087439,1323208.7739087439,1498462.6669522491,297257.81341503747,1323208.7739087439,1323208.7739087439,297257.81341503747,1323208.7739087439,297257.81341503747,1323208.7739087439,0.0,0.0,0.7753507841873348
2022,0,gross_assets,shifted_full_sample,16798,102843684.74878462,1.0,0.8529947196638465,0.14700528033615504,417200.0,103430.0,313770.0,4.033645944116794,1320695.7106832324,1320696.7106832312,1497558.4916279647,294460.3407295098,1320696.7106832298,1320696.7106832298,294460.3407295098,1320696.7106832298,294460.3407295098,1320696.7106832298,1.1102230246251565e-15,1.1102230246251565e-15,0.7770416641855815
