year,epsilon,wealth_measure,treatment,n_obs,total_weight,shift_constant,pi_white,pi_black,median_white_raw,median_black_raw,gap_diff_raw,gap_ratio_raw,mu_raw,mu,eu_white,eu_black,W_O,W_A_pi,W_A_delta,wede_O,wede_A,wede_A_pi,I_O,I_A_singleton,I_A
2004,1,net_wealth,positive_only,18281,87572900.00819027,0.0,0.8628605992755597,0.13713940072444042,247035.8061,59867.136804,187168.66929599998,4.1264008818189275,849073.8605490435,849073.8605490435,12.200949085385101,10.665311770813547,11.99035270433467,11.99035270433467,10.665311770813547,161192.19734798098,42843.60926146102,161192.19734798098,0.8101552705394228,0.8101552705394228,0.9495407746579824
2004,1,net_wealth,shifted_full_sample,19664,95596947.91977182,388231.5494,0.8468757490550416,0.1531242509449543,221502.59246,32054.003591,189448.58886900003,6.9102941175870045,776119.9776146249,1164351.5270146257,13.54342331547403,13.08771844204427,13.473643848078076,13.473643848078076,13.08771844204427,710442.8934126159,482974.16473579564,710442.8934126159,0.38983814000383765,0.38983814000383765,0.5851990111833908
2004,1,gross_assets,positive_only,19366,93958279.28727584,0.0,0.8556447171396455,0.14435528286035007,353693.93178,86498.671454,267195.260326,4.089009990958005,918508.3752790388,918508.3752790388,12.458331308749102,10.818714553706421,12.221643968292291,12.221643968292291,10.818714553706421,203138.63750371727,49946.84174285453,203138.63750371727,0.7788385571966019,0.7788385571966019,0.9456217895371059
2004,1,gross_assets,shifted_full_sample,19664,95596947.91977182,1.0,0.8468757490550416,0.1531242509449543,347770.22621,68507.576302,279262.649908,5.076376146733529,902763.8259392652,902764.8259392694,12.372020344842834,10.029105938133402,12.01326333128726,12.01326333128726,10.029105938133402,164927.84121980428,22676.987849056986,164927.84121980428,0.8173080779391162,0.8173080779391162,0.9748805146174553
2007,1,net_wealth,positive_only,17651,87082333.25690182,0.0,0.8756003567406774,0.12439964325932552,287346.36233,70433.852191,216912.51013899996,4.0796627387464826,966103.2822835282,966103.2822835282,12.290954101376416,10.80418158762418,12.106000131057904,12.106000131057904,10.80418158762418,180954.3613214037,49226.215090648795,180954.3613214037,0.8126966705943786,0.8126966705943786,0.9490466330118501
2007,1,net_wealth,shifted_full_sample,18916,95686644.00243275,341867.0562,0.8576789472023922,0.14232105279761156,245445.23218,30051.013734,215394.21844599998,8.167619047816046,877424.3632119307,1219291.419411924,13.49072515594075,13.038772740742242,13.426402812395327,13.426402812395327,13.038772740742242,677661.2510832576,459903.85729599907,677661.2510832576,0.44421715736333145,0.44421715736333145,0.6228105521173805
2007,1,gross_assets,positive_only,18630,93741121.40964237,0.0,0.865938034002806,0.13406196599719827,389233.60889,101529.4964,287704.11248999997,3.8336997886458537,1037668.7167908385,1037668.7167908385,12.506769429337128,10.937000836761023,12.296323165655773,12.296323165655773,10.937000836761023,218889.68614448604,56218.48164763778,218889.68614448604,0.7890562926273441,0.7890562926273441,0.9458223219627333
2007,1,gross_assets,shifted_full_sample,18916,95686644.00243275,1.0,0.8576789472023922,0.14232105279761156,384223.6756,74054.283846,310169.391754,5.188405797009859,1016570.6006075909,1016571.6006075912,12.37107335779461,10.098927908964697,12.047699225407884,12.047699225407884,10.098927908964697,170706.19936051685,24316.925486908327,170706.19936051685,0.8320765608064518,0.8320765608064518,0.9760794758850488
2010,1,net_wealth,positive_only,23611,83034248.02991983,0.0,0.8566793402947687,0.1433206597052373,226311.86017,56816.978777,169494.88139300002,3.9831730768059246,876829.096440471,876829.096440471,12.122438168848879,10.561184607965066,11.898678278535932,11.898678278535932,10.561184607965066,147072.10835791845,38606.83483201297,147072.10835791845,0.8322682162864297,0.8322682162864297,0.9559699433005369
2010,1,net_wealth,shifted_full_sample,26495,94600887.61472769,9468222.723,0.8383648678856439,0.1616351321143663,177211.61049,21716.104869,155495.505621,8.160377358601345,764934.0665098063,10233156.78950988,16.13146690081852,16.076503958532598,16.122582958380903,16.122582958380903,16.076503958532598,10044973.904627945,9592613.743065422,10044973.904627945,0.018389524244839306,0.018389524244839306,0.0625948629166988
2010,1,gross_assets,positive_only,25961,92629394.7838037,0.0,0.8480953601647633,0.15190463983524488,324648.93883,84815.730337,239833.208493,3.8276972625250765,921849.2605851687,921849.2605851687,12.368941642814663,10.775490945110336,12.126889088484768,12.126889088484768,10.775490945110336,184774.06519453847,47833.95132469771,184774.06519453847,0.7995615193342476,0.7995615193342476,0.9481108752049833
2010,1,gross_assets,shifted_full_sample,26495,94600887.61472769,8088772.036,0.8383648678856439,0.1616351321143663,319458.92634,56953.558052,262505.368288,5.609112709838534,902627.1028706521,8991399.138870696,15.998954827594794,15.929556067933424,15.987737549908518,15.987737549908518,15.929556067933424,8777810.403200842,8281677.2140630605,8777810.403200842,0.02375478302887124,0.02375478302887124,0.07893342446999574
2013,1,net_wealth,positive_only,22156,86847276.77840522,0.0,0.8611427239432112,0.13885727605678724,229619.08086,44549.156486,185069.924374,5.154285714302133,869490.2396758635,869490.2396758635,12.062136205396424,10.44594147837324,11.837715808024623,11.837715808024623,10.44594147837324,138374.0504759014,34404.459733466734,138374.0504759014,0.8408561198714712,0.8408561198714712,0.9604314595339306
2013,1,net_wealth,shifted_full_sample,24728,98659911.20845796,288957285.5,0.8344409414835229,0.16555905851648106,180615.00873,16648.656195,163966.352535,10.84862385375242,760632.0579502682,289717917.55795103,19.484732120472987,19.482220797673968,19.484316348234827,19.484316348234827,19.482220797673968,289688379.0610592,289081958.03072464,289688379.0610592,0.00010195605829577126,0.00010195605829577126,0.002195099055615657
2013,1,gross_assets,positive_only,24323,96939983.36360045,0.0,0.8433248430807533,0.15667515691925135,301661.43106,67727.44619,233933.98487,4.45404999051242,897188.1085452731,897188.1085452731,12.301320470424507,10.625051802067587,12.038690813770918,12.038690813770918,10.625051802067587,169175.3134258208,41152.987432288006,169175.3134258208,0.8114383017178788,0.8114383017178788,0.9541311492647683
2013,1,gross_assets,shifted_full_sample,24728,98659911.20845796,2712280.93,0.8344409414835229,0.16555905851648106,297932.03025,48113.089005,249818.941245,6.192328042355342,881543.1850528405,3593824.1150528453,15.026916187902032,14.870718106598046,15.001056180619322,15.001056180619322,14.870718106598046,3272471.8692302774,2872571.2902822713,3272471.8692302774,0.08941791126521026,0.08941791126521026,0.2006922992557103
2016,1,net_wealth,positive_only,22930,89040444.67385675,0.0,0.8329210023301998,0.1670789976697998,255924.46449,49026.493799,206897.970691,5.220125786258452,1090200.0165937934,1090200.0165937934,12.222330275087712,10.28335168681042,11.898367676055134,11.898367676055134,10.28335168681042,147026.4344897818,29241.718571463913,147026.4344897818,0.8651381102073826,0.8651381102073826,0.973177657194662
2016,1,net_wealth,shifted_full_sample,25302,99939017.99623601,2577709.207,0.8159549149488965,0.1840450850511032,210906.42616,21152.311161,189754.114999,9.970845481361062,967097.8419910062,3544807.0489910045,14.974884579658744,14.807666089699062,14.944108838451992,14.944108838451992,14.807666089699062,3091320.2977848663,2697041.770319154,3091320.2977848663,0.12792988304828012,0.12792988304828012,0.23915696029581035
2016,1,gross_assets,positive_only,25212,99538604.3283968,0.0,0.8168861306141794,0.1831138693858213,326573.18377,57425.749718,269147.434052,5.686877147859616,1092767.3635496523,1092767.3635496523,12.34801995786091,10.526531307617187,12.014480123072433,12.014480123072433,10.526531307617187,165128.6462063003,37291.895664610835,165128.6462063003,0.8488894784797466,0.8488894784797466,0.9658738932836766
2016,1,gross_assets,shifted_full_sample,25302,99939017.99623601,1.0,0.8159549149488965,0.1840450850511032,325363.2469,56599.391206,268763.855694,5.748529091343103,1088389.1037177376,1088390.103717734,12.31403915341405,10.436576822945336,11.96850143912269,11.96850143912269,10.436576822945336,157708.14796574035,34083.77770479132,157708.14796574035,0.8550996123292198,0.8550996123292198,0.9686842267415262
2019,1,net_wealth,positive_only,21341,91223991.56546035,0.0,0.8393239411840735,0.16067605881592145,259117.16026,57960.264901,201156.89535900002,4.470599999889396,1078150.2387616679,1078150.2387616679,12.273249860063618,10.421259758785236,11.975679389624046,11.975679389624046,10.421259758785236,158844.2417801747,33565.692198409066,158844.2417801747,0.8526696595062497,0.8526696595062497,0.9688673331492634
2019,1,net_wealth,shifted_full_sample,23297,101741996.43515445,729720.7351,0.8205824830486879,0.17941751695130984,219205.72185,27936.847682,191268.874168,7.84647302892504,962304.2117904633,1692024.946890477,13.98785389571229,13.635370839412143,13.924612260983476,13.924612260983476,13.635370839412143,1115275.771486917,835153.5168190852,1115275.771486917,0.34086328127932286,0.34086328127932286,0.5064177284419531
2019,1,gross_assets,positive_only,23219,101350724.36508694,0.0,0.821809741372461,0.1781902586275372,355134.1351,61437.880795,293696.254305,5.780377358473308,1091987.0351353101,1091987.0351353101,12.425054050914722,10.53194971572857,12.087721299818966,12.087721299818966,10.53194971572857,177676.7735827107,37494.50679375439,177676.7735827107,0.8372904001001308,0.8372904001001308,0.9656639634104187
2019,1,gross_assets,shifted_full_sample,23297,101741996.43515445,1.0,0.8205824830486879,0.17941751695130984,354021.29801,60162.754967,293858.54304300004,5.884393063518866,1087787.549743881,1087788.5497438875,12.396097378684034,10.423680944106371,12.042211319598126,12.042211319598126,10.423680944106371,169771.94571005309,33647.05942246901,169771.94571005309,0.8439292767422264,0.8439292767422264,0.9690683824256185
2022,1,net_wealth,positive_only,15654,95180343.02727172,0.0,0.8682558249504482,0.13174417504955346,318890.0,89700.0,229190.0,3.555072463768116,1292110.3626299752,1292110.3626299752,12.426585673542867,10.781381606660462,12.209839620963294,12.209839620963294,10.781381606660462,200754.81588048706,48116.55649105339,200754.81588048706,0.8446302872520358,0.8446302872520358,0.9627612641437869
2022,1,net_wealth,shifted_full_sample,16798,102843684.74878462,463501.0,0.8529947196638465,0.14700528033615504,284310.0,44100.0,240210.0,6.446938775510204,1192706.438145338,1656207.4381453434,13.776957580352967,13.291997383061547,13.705665870598287,13.705665870598287,13.291997383061547,895973.2804609407,592435.5579137603,895973.2804609407,0.4590210985501486,0.4590210985501486,0.6422938671395038
2022,1,gross_assets,positive_only,16743,102648362.07014577,0.0,0.8541015776556078,0.14589842234439437,417400.0,106400.0,311000.0,3.922932330827068,1323208.7739087439,1323208.7739087439,12.574656458763862,10.749527914456186,12.308373083573677,12.308373083573677,10.749527914456186,221543.24436689602,46608.02028646128,221543.24436689602,0.832571209672031,0.832571209672031,0.9647765181084904
2022,1,gross_assets,shifted_full_sample,16798,102843684.74878462,1.0,0.8529947196638465,0.14700528033615504,417200.0,103430.0,313770.0,4.033645944116794,1320695.7106832324,1320696.7106832312,12.56937942342436,10.657143892433407,12.288270703122299,12.288270703122299,10.657143892433407,217134.1627768984,42495.09312792345,217134.1627768984,0.8355911989327443,0.8355911989327443,0.967823730623256
